url,title,date,id,tags,description
https://www.huffingtonpost.com/entry/trump-china-north-korea_us_5a4520a3e4b0b0e5a7a545c4,Trump Accuses China Of Allowing Oil Into North Korea,2017-12-28,NO ID,Generic 1st 'CL' Future,"""There will never be a friendly solution to the North Korea problem if this continues to happen,"" Trump added."
https://www.huffingtonpost.com/entry/trumps-offshore-oil-rush-a-disaster-for-oceans-and_us_5a41752fe4b0df0de8b066a1,Trump's Offshore Oil Rush A Disaster For Oceans And Climate,2017-12-26,NO ID,Generic 1st 'CL' Future,Nowhere is President Trump’s historic assault on our natural environment more worrisome than his reckless push for increased
https://www.huffingtonpost.com/entry/trump-migratory-bird-rule_us_5a3d7e2de4b0b0e5a7a217ad,Energy Companies Celebrate White House Slashing Protections For Migratory Birds,2017-12-23,NO ID,Generic 1st 'CL' Future,"Accidentally killing bird species --
 including with a power line or oil rig -- will no longer violate federal law, the Interior Department said in a ruling."
https://www.huffingtonpost.com/entry/france-oil-gas-ban_us_5a3a608be4b025f99e138aaf,France To Ban Domestic Production Of Oil And Gas By 2040,2017-12-20,NO ID,Generic 1st 'CL' Future,"It's a historic move, though largely symbolic since 99 percent of the country's consumed oil is imported."
https://www.huffingtonpost.com/entry/arctic-refuge-drilling-tax-bill_us_5a3960dfe4b0c65287acc76c,6 Republicans Who Said They Oppose Arctic Refuge Drilling Just Voted To Allow It,2017-12-19,NO ID,Generic 1st 'CL' Future,"Any oil and gas development “stands to disrupt this fragile, critically important landscape,” the lawmakers wrote last month."
https://www.huffingtonpost.com/entry/beto-orourke-cruz-environment_us_5a2c44c3e4b0a290f0513f93,Ted Cruz Challenger Picks Up Key Environmental Endorsement,2017-12-11,NO ID,Generic 1st 'CL' Future,"After being rocked by Hurricane Harvey, will Texas pick Democratic Rep. Beto O'Rourke over an oil industry-funded climate change denier?"
https://www.huffingtonpost.com/entry/amnesty-shell-nigeria_us_5a1db128e4b06a14100a940a,"Amnesty Accuses Shell Of Complicity In Killings, Torture In Nigeria In The 1990s",2017-11-28,NO ID,Generic 1st 'CL' Future,The human rights group is calling for a criminal investigation of the oil giant.
https://www.huffingtonpost.com/entry/part-of-keystone-pipeline-shut-after-5000-barrels-of-oil-leak-in-south-dakota_us_5a0dff56e4b0dd63b1a94ade,"Keystone Pipeline Leaks 5,000 Barrels Of Oil In South Dakota, TransCanada Says",2017-11-16,NO ID,Generic 1st 'CL' Future,"""It’s not too late to protect Nebraska’s families, farms, and communities from paying the same price,” a conservation group says."
https://www.huffingtonpost.com/entry/amazon-oil-drilling_us_5a05060fe4b05673aa586549,"JPMorgan, BlackRock Tout Climate Bona Fides While Funding Amazon Oil Drilling",2017-11-10,NO ID,Generic 1st 'CL' Future,The financial giants are slated to make appearances at the COP23 in Germany next week.
https://www.huffingtonpost.com/entry/murkowski-arctic-wildlife-refuge-drilling_us_5a03c13ee4b0937b510f8685,Lisa Murkowski Introduces Bill To Open Arctic Wildlife Refuge To Oil Drilling,2017-11-09,NO ID,Generic 1st 'CL' Future,"“This is not a choice between energy and the environment,” the senator said. “We are past that.”"
https://www.huffingtonpost.com/entry/trump-anti-corruption-pact_us_59fce9a0e4b0c9652fff6de2,Trump’s Exit From Anti-Corruption Pact Helps Big Oil Hide How Much It Pays In US Taxes,2017-11-04,NO ID,Generic 1st 'CL' Future,The withdrawal comes as House Republicans push a tax bill packed with corporate welfare for fossil fuel companies.
https://www.huffingtonpost.com/entry/memo-to-epa-chief-pruitt-lets-end-subsidies-for-fossil_us_59ee9567e4b0b8a51417bcc6,"Memo To EPA Chief Pruitt: Let's End Subsidies For Fossil Fuels, Not Renewables",2017-10-24,NO ID,Generic 1st 'CL' Future,"Government handouts for coal, oil and gas dwarf those for wind and solar."
https://www.huffingtonpost.com/entry/arctic-national-wildlife-refuge_us_59e968aee4b05b4f1c3a52e1,Senate Republicans Block Measure To Protect Arctic Wildlife Refuge From Oil Drilling,2017-10-20,NO ID,Generic 1st 'CL' Future,"“The notion that we, tonight, after 60-plus years, would give up what is a biologically important area ... for what? For oil we don’t need?”"
https://www.huffingtonpost.com/entry/lake-pontchartrain-louisiana-oil-rig-explosion_us_59e43ca8e4b03a7be58185f2,"Oil Rig Explodes In Louisiana, Injuring 7",2017-10-16,NO ID,Generic 1st 'CL' Future,"One person is missing, and oil may be leaking into Lake Pontchartrain."
https://www.huffingtonpost.com/entry/oil-industry-subsidies_us_59d2a20fe4b065578154cbd9,The Oil Industry Needs Taxpayers To Prop Up Nearly Half Of Its New U.S. Drilling,2017-10-02,NO ID,Generic 1st 'CL' Future,A new study shows the oil companies’ addiction to government subsidies -- the very thing used by fossil fuel advocates to criticize renewables.
https://www.huffingtonpost.com/entry/denmark-oil-company_us_59ad8530e4b0b5e531001e5e,Denmark's Corporate Sector Just Sold Off Its Last Oil Company,2017-09-04,NO ID,Generic 1st 'CL' Future,The country is aggressively transitioning to wind power. But that doesn't mean the oil is going away.
https://www.huffingtonpost.com/entry/how-the-obama-administration-handled-the-last-crisis-in-the-gulf_us_59a7080ae4b00795c2a37a81,How The Obama Administration Handled The Last Crisis In The Gulf,2017-08-30,NO ID,Generic 1st 'CL' Future,The BP oil spill was the last major disaster in the Gulf of Mexico. It proved difficult to contain.
https://www.huffingtonpost.com/entry/exxon-climate-change-harvard-study_us_599e8708e4b05710aa59c615,"Exxon Mobil 'Misled' Public On Climate Change For 40 Years, Harvard Study Finds",2017-08-24,NO ID,Generic 1st 'CL' Future,"Researchers found a ""systematic, quantifiable discrepancy"" between what the oil giant said about climate change in private versus what it told the public."
https://www.huffingtonpost.com/entry/maduro-between-castro-and-pinochet_us_599aa052e4b033e0fbdec5d3,Maduro: Between Castro And Pinochet,2017-08-21,NO ID,Generic 1st 'CL' Future,Venezuela once was one of Latin America’s most prosperous countries. The country sat on the world’s largest oil reserves
https://www.huffingtonpost.com/entry/exxon-trump-qatar_us_597b5344e4b02a8434b61010,Exxon Mobil Isn’t Particularly Worried About Trump's Qatar Crisis,2017-07-28,NO ID,Generic 1st 'CL' Future,The president keeps inflaming the diplomatic crisis between Qatar and four Arab states. But it's not hurting the oil and gas giant.
https://www.huffingtonpost.com/entry/rex-tillerson-travels-to-turkey-to-be-honored-by-the-oil-industry_us_59630aa6e4b02e9bdb0d9961,Rex Tillerson Travels To Turkey To Be Honored By The Oil Industry,2017-07-10,NO ID,Generic 1st 'CL' Future,"""I miss all of you,"" he said during the World Petroleum Congress."
https://www.huffingtonpost.com/entry/trumps-attack-on-renewable-energy_us_5947c072e4b024b7e0df4db1,Trump’s Attack On Renewable Energy,2017-06-19,NO ID,Generic 1st 'CL' Future,"Fossil fuels have long been subsidized by tax policies, such as the oil depletion allowance, and by infrastructure construction"
https://www.huffingtonpost.com/entry/mexico-refinery-fire_us_5941f865e4b003d5948d1684,"Fire Breaks Out At Mexico's Top Refinery, 9 People Hurt",2017-06-15,NO ID,Generic 1st 'CL' Future,The blaze broke out at Mexican state oil producer Pemex’s Salina Cruz refinery after a crude spill.
https://www.huffingtonpost.com/entry/tesoro-anacortes-explosion-fine_us_59398e1fe4b0c5a35c9d50cf,Judge Rejects $2.4 Million Fine For Oil Company Over Blast That Killed 7,2017-06-11,NO ID,Generic 1st 'CL' Future,State officials had said the Tesoro Anacortes refinery explosion was the oil company's fault.
https://www.huffingtonpost.com/entry/no-palm-oil-is-not-responsible-for-40-of-global-deforestation_us_59396bbfe4b0b65670e5681d,"No, Palm Oil Is Not Responsible For 40% Of Global Deforestation",2017-06-08,NO ID,Generic 1st 'CL' Future,Distorted information is able to directly shape public opinion.
https://www.huffingtonpost.com/entry/donald-trump-seismic-testing-oil-drilling_us_59358f20e4b0099e7fae0045,Trump Administration Could Permit Oil Companies To ‘Assault' Marine Life,2017-06-06,NO ID,Generic 1st 'CL' Future,Experts say seismic testing to find drill sites could harm thousands of animals and affect coastal communities.
https://www.huffingtonpost.com/entry/ryan-zinke-api-trump-hotel_us_593594cae4b0099e7fae0e69,Trump's Interior Secretary Spoke To Oil Trade Group At Trump Hotel,2017-06-05,NO ID,Generic 1st 'CL' Future,Ryan Zinke's address to American Petroleum Institute  directors financially benefitted the president.
https://www.huffingtonpost.com/entry/trumps-laughing-stock-climate-change-argument-shifts_us_59335172e4b0649fff2119e0,Trump’s 'Laughing Stock' Climate Change Argument Shifts From Science To Economics,2017-06-04,NO ID,Generic 1st 'CL' Future,"Ironically, the vast oil reserves beneath the Arctic are now drillable because global warming has melted the Arctic ice enough"
https://www.huffingtonpost.com/entry/the-good-the-bad-and-the-bigly_us_590ce27ae4b056aa2363d4d0,"The Good, The Bad, And The Bigly",2017-05-05,NO ID,Generic 1st 'CL' Future,"Donald Trump signed another executive order last week and, no surprise, it was awful. This one aims to expand oil drilling"
https://www.huffingtonpost.com/entry/it-is-the-first-climate-lawsuit-to-make-it-this-far_us_5903396be4b084f59b49f81a,"It's The First Climate Lawsuit To Make It This Far, But It Won’t Be The Last",2017-04-28,NO ID,Generic 1st 'CL' Future,We need a separation of oil and state.
https://www.huffingtonpost.com/entry/iraq-displacement-camp-toxic-oil-fumes-isis_us_58ffbd7ee4b00bba16f98ce0,Toxic Fumes Sickening Residents Of Iraqi Displacement Camp,2017-04-25,NO ID,Generic 1st 'CL' Future,The largest displacement camp housing Iraqis who fled the battle to recapture Mosul lies next to oil fields scorched by ISIS
https://www.huffingtonpost.com/entry/bp-oil-spill-deepwater-horizon-billion-damage-natural-resources-study_us_58fa4ae8e4b06b9cb9169581,Americans Would Pay $17.2 Billion To Prevent Another Deepwater Horizon Disaster,2017-04-22,NO ID,Generic 1st 'CL' Future,The study findings come amid the seventh anniversary of the largest maritime oil spill.
https://www.huffingtonpost.com/entry/maxine-waters-tension-in-syria-phony-a-ruse-to_us_58f2b065e4b04cae050dc7ff,"Maxine Waters: Tension In Syria 'Phony,' A Ruse To Lift Oil Sanctions On Russia",2017-04-15,NO ID,Generic 1st 'CL' Future,"She believes that Putin and Trump are “tied at the hip."""
https://www.huffingtonpost.com/entry/north-dakota-oil-spill_us_58d54eece4b03692bea55b42,December North Dakota Oil Spill More Than 3 Times Larger Than Initial Estimate,2017-03-24,NO ID,Generic 1st 'CL' Future,"With 530,000 gallons of oil believed to have leaked, it appears to be one of the biggest spills in state history."
https://www.huffingtonpost.com/entry/oil-flow-dakota-access-pipeline-standing-rock_us_58c87930e4b09e52f5545d61,First Oil Could Flow Through The Dakota Access Pipeline Next Week,2017-03-15,NO ID,Generic 1st 'CL' Future,A Native American tribe had argued that an oil-filled pipeline would violate their freedom of religion.
https://www.huffingtonpost.com/entry/president-trump-beware-of-saudi-snake-oil-that-fuels_us_58c80efde4b0d06aa65804f1,President Trump: Beware Of Saudi Snake Oil That Fuels Terror,2017-03-14,NO ID,Generic 1st 'CL' Future,"Dear President Trump, This week you are scheduled to meet with Saudi Deputy Crown Prince Mohammed Bin Salman.  As a 9/11"
https://www.huffingtonpost.com/entry/native-american-groups-take-oil-pipeline-protests-to-white-house_us_58c41676e4b054a0ea6b0301,Native American Groups Take Oil Pipeline Protests To White House,2017-03-11,NO ID,Generic 1st 'CL' Future,"The Dakota Access Pipeline is being installed now, after Trump signed an executive order last month."
https://www.huffingtonpost.com/entry/shell-climate-change-film-1991_us_58b5e9ade4b0a8a9b786d428,"In A 1991 Film, Shell Oil Issued A Stark Warning About Climate Change Risks",2017-03-01,NO ID,Generic 1st 'CL' Future,And much of it has proved to be true.
https://www.huffingtonpost.com/entry/darren-woods-climate-change_us_58b48c86e4b0a8a9b7854068,New Exxon Mobil CEO Echoes Rex Tillerson’s Skepticism On Climate Science,2017-02-27,NO ID,Generic 1st 'CL' Future,"Darren Woods, who took over the oil giant after Tillerson became secretary of state, isn't likely to rock the boat."
https://www.huffingtonpost.com/entry/pruitt-epa-speech_us_58ac7e76e4b0c4d51057164f,"Scott Pruitt Goes After Critics, EPA In His First Speech To The Agency",2017-02-21,NO ID,Generic 1st 'CL' Future,The new EPA administrator made his name suing the agency 13 times and fighting on behalf of oil and gas companies.
https://www.huffingtonpost.com/entry/jim-mattis-iraq-oil_us_58aaadc2e4b07602ad560bab,Trump's Defense Chief: We're Not In Iraq To Seize Anybody's Oil,2017-02-20,NO ID,Generic 1st 'CL' Future,"“I think all of us here in this room, all of us in America have generally paid for our gas and oil all along and I’m sure that we will continue to do so in the future."""
https://www.huffingtonpost.com/entry/trump-putin-exxon-what-is-russiagate-really-about_us_58ab1473e4b0fa149f9ac902,"Trump-Putin Bromance: Election Hacking, Oil Drilling",2017-02-20,NO ID,Generic 1st 'CL' Future,The president's deference to Russian energy interests is a disturbing signal of weakness before the Putin regime.
https://www.huffingtonpost.com/entry/sarah-labowitz-resignation-exxon-mobil_us_589c7c47e4b09bd304c03faf,Exxon Adviser Resigns Over Oil Giant's 'Targeted Attacks' On NGOs,2017-02-10,NO ID,Generic 1st 'CL' Future,"In the face of public criticism, the oil giant has chosen to shoot the messenger, says Sarah Labowitz, a human rights scholar at NYU."
https://www.huffingtonpost.com/entry/exxon-mobil-muslim-ban_us_5890be36e4b02772c4e973a7,Exxon Mobil Dodges Question On Trump’s Ban Aimed At Oil-Rich Muslim Countries,2017-01-31,NO ID,Generic 1st 'CL' Future,"The oil giant operates in Iraq, one of the targeted countries."
https://www.huffingtonpost.com/entry/iowa-pipeline-spill_us_588bb274e4b0176377944192,Energy Company Says Iowa Pipeline Spill Was Smaller Than It Initially Reported (UPDATE),2017-01-27,NO ID,Generic 1st 'CL' Future,The spill comes amid a heated debate over oil pipeline safety in the United States.
https://www.huffingtonpost.com/entry/trump-radical-islam-talk-helps-extremists_us_5888d130e4b0441a8f723026,Trump's Talk On Terror And Iraq Has Experts Worried About A Coming Backlash,2017-01-25,NO ID,Generic 1st 'CL' Future,Post-inauguration talk of stealing Iraqi oil and restricting Muslim entry to the U.S. makes ISIS's job easier.
https://www.huffingtonpost.com/entry/energy-sector-and-epa-nominee-oklahoma-strong_us_58891b92e4b0628ad613dddf,Energy Sector And EPA Nominee: Oklahoma Strong,2017-01-25,NO ID,Generic 1st 'CL' Future,Oklahoma is deeply and historically tied to oil and gas.
https://www.huffingtonpost.com/entry/poll-fossil-fuel-renewable_us_58866065e4b0e3a7356b0421,Two-Thirds Of Americans Disagree With Trump's Focus On Fossil Fuels,2017-01-24,NO ID,Generic 1st 'CL' Future,"The president promises to boost oil and coal, but Americans' interest in renewable energy is growing."
https://www.huffingtonpost.com/entry/elon-musk-tillerson_us_5887d041e4b098c0bba7414c,Elon Musk Backs Oil Magnate Rex Tillerson For Secretary Of State,2017-01-24,NO ID,Generic 1st 'CL' Future,The clean energy titan may be playing politics since joining President Donald Trump's economic advisory team.
https://www.huffingtonpost.com/entry/zinke-hearing_us_587eb0e2e4b0cf0ae880b48c,Donald Trump’s Interior Pick Compares Oil Drilling To Hunting And Fishing,2017-01-18,NO ID,Generic 1st 'CL' Future,"Ah, the great outdoors. Deer frolic. Trout leap from streams. Heavily polluting fuel gurgles."
https://www.huffingtonpost.com/entry/exxon-mobil-permian_us_587e2744e4b0d4cc08849093,Exxon Mobil Makes Its First Big Bet Of The Trump Era,2017-01-17,NO ID,Generic 1st 'CL' Future,"The oil giant, whose former CEO is up for secretary of state, is doubling its reserves in the Permian Basin."
https://www.huffingtonpost.com/entry/italy-nutella-cancer_us_58792c3de4b0e58057feac94,Palm Oil Products Are Being Pulled From Some Stores In Italy After A Report Linking It To Cancer,2017-01-13,NO ID,Generic 1st 'CL' Future,Some palm oil products being removed from supermarket shelves around the world as a result of a report that suggested the
https://www.huffingtonpost.com/entry/exxon-mobil-subsidy_us_58779d8fe4b092a6cae585f7,Rex Tillerson Says Oil Companies Don't Take Handouts. Exxon Mobil Gets $1 Billion A Year.,2017-01-12,NO ID,Generic 1st 'CL' Future,"Call it what you like, but the oil and gas industry receives SOMETHING that works like a subsidy."
https://www.huffingtonpost.com/entry/scott-pruitt-climate-change-letter_us_5873d40fe4b099cdb0fea2f4,Trump’s EPA Pick Slammed State AGs For Trying To ‘Police The Global Warming Debate',2017-01-11,NO ID,Generic 1st 'CL' Future,"As Oklahoma attorney general, Scott Pruitt took part in a “deeply disturbing” effort defending gas and oil companies against climate fraud allegations."
https://www.huffingtonpost.com/entry/tillerson-women_us_5876578ae4b03c8a02d4653f,Rex Tillerson Hints At Support For State Department Women's Programs,2017-01-11,NO ID,Generic 1st 'CL' Future,The former Exxon Mobil CEO had a shoddy record of empowering women at the oil giant.
https://www.huffingtonpost.com/entry/tillerson-exxon-conflicts_us_586d0b1fe4b0eb58648b521b,Rex Tillerson Cuts All Ties With Exxon Mobil To Avoid Conflicts,2017-01-04,NO ID,Generic 1st 'CL' Future,The oil giant's outgoing CEO and chairman will give up $4.1 million in cash bonuses.
https://www.huffingtonpost.com/entry/think-that-2016-was-a-tough-year-for-saudi-arabia-wait_us_5869e60ee4b014e7c72ee2a4,Think that 2016 Was A Tough Year For Saudi Arabia? Wait Till You See 2017,2017-01-02,NO ID,Generic 1st 'CL' Future,By James M. Dorsey 2016 was not a good year for Saudi Arabia. Sharply lower oil prices sparked a domestic financial crisis
https://www.huffingtonpost.com/entry/rex-tillerson-exxon-mobil-climate_us_585d6ca1e4b0eb5864863a13,Rex Tillerson Supposedly Shifted Exxon Mobil’s Climate Position. Except He Really Didn’t.,2016-12-26,NO ID,Generic 1st 'CL' Future,The oil giant's transformation on global warming was more rhetorical than anything else.
https://www.huffingtonpost.com/entry/arctic-town-supreme-court_us_5855bc64e4b0b3ddfd8d298d,Arctic Town Heads to Canada’s Supreme Court To Battle Fuel Exploration,2016-12-20,NO ID,Generic 1st 'CL' Future,"Residents of Clyde River, Nunavut, hope to quash a government permit for underwater oil and gas exploration with claims that"
https://www.huffingtonpost.com/entry/siberia-bath-oil-deaths_us_5857f3e6e4b08debb789e36e,Dozens Die In Siberia After Drinking Bath Oil To Get Drunk,2016-12-19,NO ID,Generic 1st 'CL' Future,At least 41 people are dead after drinking a bath oil called Hawthorn.
https://www.huffingtonpost.com/entry/100-years-of-oil-wars-border-fights-and-ethnic-strife_us_585262e5e4b0bae8bdcba2fd,"100 Years Of Oil Wars, Border Conflicts, And Ethnic Strife That Led To President-Elect Trump",2016-12-15,NO ID,Generic 1st 'CL' Future,A deep dive into the historical moments leading to the Trump era.
https://www.huffingtonpost.com/entry/trump-administration-anti-environment_us_58507c5ae4b0ee009eb44512,It's Hard To Overstate How Anti-Environment Donald Trump's Cabinet Picks Are,2016-12-14,NO ID,Generic 1st 'CL' Future,"""President-elect Trump is creating a government of, by, and for the oil and gas industry,"" one advocate said."
https://www.huffingtonpost.com/entry/inside-climate-exxon-tar-sands_us_584ef701e4b0e05aded4fe57,Report: Exxon Has Understood Climate Risks Of Oil Sands For Decades,2016-12-13,NO ID,Generic 1st 'CL' Future,The InsideClimate News investigation comes amid news that President-elect Donald Trump has chosen Exxon CEO Rex Tillerson as secretary of state.
https://www.huffingtonpost.com/entry/mitch-mcconnell-super-pac_us_5849eb76e4b0bd9c3dfc03cd,"Billionaires, Big Oil Flooded Mitch McConnell's Super PAC In Campaign's Final Weeks",2016-12-09,NO ID,Generic 1st 'CL' Future,Donors whose riches helped protect the Republican majority have lobbying interests before Congress.
https://www.huffingtonpost.com/entry/trump-pruitt-environmental-protection-agency_us_584856f1e4b0b9feb0dab14f,Donald Trump Picks Fossil Fuel-Friendly Oklahoma Attorney General To Head EPA,2016-12-07,NO ID,Generic 1st 'CL' Future,Scott Pruitt has a history of working with the oil and gas industry.
https://www.huffingtonpost.com/entry/2300-scientists-letter-donald-trump_us_583f2bcbe4b017f37fe238df,"2,300 Leading Scientists Send Trump A Clear Warning: We're Watching You",2016-12-01,NO ID,Generic 1st 'CL' Future,An open letter signed by America's top minds hopes to counter the influence of climate change deniers and oil execs.
https://www.huffingtonpost.com/entry/foster-campbell-kennedy-big-oil_us_583dfcc1e4b0ae0e7cda8f4c,Democratic Louisiana Senate Candidate Ties Republican Runoff Opponent To Big Oil In New Ad,2016-11-30,NO ID,Generic 1st 'CL' Future,The race between Democrat Foster Campbell and Republican John Kennedy could affect the Trump agenda.
https://www.huffingtonpost.com/entry/indians-and-cowboys_b_13177852.html,"This Thanksgiving, Tell A Story Of Cowboys And Indians With A Happy Ending",2016-11-24,NO ID,Generic 1st 'CL' Future,"Then perhaps you could tell a more recent story of Indians and cowboys. Of the Standing Rock Sioux and Energy Transfer Partners in a stand off over a stretch of land; that spot where Montana meets North Dakota, that is rich in oil reserves."
https://www.huffingtonpost.com/entry/us-european-oil_us_5835f6bce4b09b6056000f80,Even Oil Companies In Europe Are Preparing For Climate Change,2016-11-23,NO ID,Generic 1st 'CL' Future,"Meanwhile, the U.S. braces for a climate denier president and American companies lag far behind."
https://www.huffingtonpost.com/entry/north-dakota-oil-pipeline-clashes_us_5832929ae4b030997bc02862,Police In North Dakota Clash With Oil Pipeline Protesters,2016-11-21,NO ID,Generic 1st 'CL' Future,The Morton County Sheriff’s Department described the situation as an “ongoing riot.” Protesters disagree.
https://www.huffingtonpost.com/entry/donald-trump-keystone-xl_us_58237210e4b0aac62488d44f,Donald Trump Victory Breathes New Life Into Keystone XL Pipeline,2016-11-09,NO ID,Generic 1st 'CL' Future,Obama rejected the controversial oil pipeline last November after a rocky seven-year review.
https://www.huffingtonpost.com/entry/exxon-letter-to-climate-groups_us_581bb87be4b0d9ce6fbae7ab,"Exxon Goes After Climate NGOs, Warns Them Not To Destroy Communications",2016-11-04,NO ID,Generic 1st 'CL' Future,"The oil giant says its request is ""focused on groups or individuals directly involved in a campaign to discredit our company."""
https://www.huffingtonpost.com/entry/exxon-mobil-block-new-york-climate-investigation_us_580526a4e4b0dd54ce3472fb,"Exxon Moves To Block NY Climate Fraud Investigation, Cries 'Political Bias'",2016-10-18,NO ID,Generic 1st 'CL' Future,"The oil giant is doing everything it can to distract and delay, says the office of New York Attorney General Eric Schneiderman."
https://www.huffingtonpost.com/entry/oil-opec-output_us_57ec22c9e4b082aad9b8e18f,OPEC Agrees To Limit Oil Output For First Time Since 2008,2016-09-28,NO ID,Generic 1st 'CL' Future,"The surprise deal will boost the energy industry, and likely cost consumers at the pump."
https://www.huffingtonpost.com/entry/rudy-giuliani-anything-legal-iraq-oil_us_57d55d1ee4b06a74c9f50fa9,Trump Surrogate Rudy Giuliani: 'Anything's Legal' During War,2016-09-11,NO ID,Generic 1st 'CL' Future,The former New York mayor claimed the United States would have been justified in confiscating Iraq's oil reserves.
https://www.huffingtonpost.com/entry/native-american-tribe-north-dakota-oil-pipeline_us_57d2ddc7e4b06a74c9f4511f,Native American Tribe Loses Bid To Stop North Dakota Oil Pipeline,2016-09-09,NO ID,Generic 1st 'CL' Future,The Standing Rock Sioux claim the pipeline would violate culturally significant land and pollute drinking water.
https://www.huffingtonpost.com/entry/company-led-by-donald-trumps-energy-aide-says-its_us_57cf7dcee4b0eb9a57b69f06,This Trump Aide Stands To Profit From The Dakota Access Pipeline,2016-09-07,NO ID,Generic 1st 'CL' Future,"Dakota Access is slated to carry fracked Bakken oil across South Dakota, Iowa and into Illinois."
https://www.huffingtonpost.com/entry/orphaned-orangutans-story-shows-why-we-need-responsible-palm-oil-policies_us_57c47ca4e4b09cd22d91d9a9,Orphaned Orangutan's Story Shows Why We Need Responsible Palm Oil Policies,2016-08-30,NO ID,Generic 1st 'CL' Future,“He’s one of the lucky survivors of conflict palm oil expansion but his fate is not the norm.”
https://www.huffingtonpost.com/entry/standing-rock-sioux-oil-pipeline-lawsuit_us_57bdda8de4b04193420ca166,Sioux Tribe Fighting An Oil Pipeline Now Wait For The Judge,2016-08-25,NO ID,Generic 1st 'CL' Future,They fear the pipeline will jeopardize drinking water and sacred sites.
https://www.huffingtonpost.com/entry/amazon-exxon-stock-prices_us_579f5d94e4b0693164c1c4e5,Amazon Just Beat Oil Giant Exxon Mobil In A Major Way,2016-08-01,NO ID,Generic 1st 'CL' Future,It's a sign of a changing global economy.
https://www.huffingtonpost.com/entry/secret-offshore-deals-deprive-africa-of-billions-in-natural-resource-dollars_us_5795164ce4b0d3568f839c90,Secret Offshore Deals Deprive Africa of Billions In Natural Resource Dollars,2016-07-25,NO ID,Generic 1st 'CL' Future,"The Panama Papers show politicians and mining, oil and gas interests benefit from secrecy and dubious multimillion dollar transfers"
https://www.huffingtonpost.com/entry/russia-to-empty-one-of-its-sovereign-funds_us_577bb058e4b0a629c1aaad6a,Russia To Empty One Of Its Sovereign Funds Next Year - Ministry Proposal,2016-07-05,NO ID,Generic 1st 'CL' Future,Russia's budget deficit has swollen as oil prices fell sharply from 2014 and the West imposed sanctions over the Ukraine crisis.
